ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Beat,District,Gnome,Flamingo
11740271,JC327429,06/21/2019 01:30:00 AM,048XX N KENMORE AVE,890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,2024,20,False,False
11732931,JC318731,06/22/2019 10:00:00 PM,002XX W Van Buren St,890,THEFT,FROM BUILDING,APARTMENT,122,1,False,False
11732946,JC318348,06/22/2019 07:30:00 PM,037XX N HALSTED ST,870,THEFT,POCKET-PICKING,STREET,1923,19,False,False
11734157,JC319234,06/22/2019 12:25:00 PM,0000X S CLINTON ST,820,THEFT,$500 AND UNDER,OTHER,121,1,False,False
11739098,JC325525,01/30/2019 09:00:00 AM,030XX W NEWPORT AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1733,17,False,False
11732007,JC317661,06/22/2019 09:45:00 PM,0000X W IDA B WELLS DR,860,THEFT,RETAIL THEFT,GAS STATION,111,1,False,False
11732955,JC318685,06/22/2019 08:15:00 PM,022XX N BISSELL ST,870,THEFT,POCKET-PICKING,STREET,1812,18,False,False
11731525,JC316807,06/22/2019 09:30:00 AM,0000X W IDA B WELLS DR,460,BATTERY,SIMPLE,SIDEWALK,111,1,False,False
11730797,JC315783,06/21/2019 03:13:00 AM,022XX W MELROSE ST,820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,1921,19,False,False
11737846,JC323946,06/21/2019 01:30:00 AM,039XX N WESTERN AVE,890,THEFT,FROM BUILDING,APARTMENT,1921,19,False,False
11737825,JC324713,06/21/2019 12:00:00 PM,038XX N SHEFFIELD AVE,820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,1923,19,False,False
11737827,JC324328,06/20/2019 01:10:00 PM,002XX N CLARK ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),122,1,False,False
11730777,JC315532,06/20/2019 09:00:00 PM,041XX W CORNELIA AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),1731,17,False,False
11729693,JC314801,06/20/2019 03:35:00 PM,017XX W FULLERTON AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,1931,19,False,False
11728589,JC313318,06/19/2019 07:15:00 AM,057XX W Eastwood Ave,820,THEFT,$500 AND UNDER,STREET,1622,16,False,False
11729676,JC313899,06/19/2019 08:00:00 PM,046XX W DIVERSEY AVE,870,THEFT,POCKET-PICKING,OTHER,2521,25,False,False
11728608,JC312860,06/19/2019 05:20:00 AM,001XX W MADISON ST,870,THEFT,POCKET-PICKING,CTA TRAIN,122,1,False,False
11730785,JC315258,06/19/2019 12:45:00 PM,061XX N FAIRFIELD AVE,820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,2413,24,False,True
11728600,JC312835,06/19/2019 01:00:00 AM,006XX W Drummond PL,820,THEFT,$500 AND UNDER,APARTMENT,1935,19,False,False
11728603,JC312503,06/18/2019 10:40:00 PM,002XX W 63RD ST,820,THEFT,$500 AND UNDER,CTA TRAIN,711,7,False,False
11730787,JC315521,06/18/2019 09:55:00 AM,096XX S BISHOP ST,820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,2213,22,False,False
11729678,JC314535,06/18/2019 05:50:00 PM,002XX S CANAL ST,870,THEFT,POCKET-PICKING,OTHER RAILROAD PROP / TRAIN DEPOT,121,1,False,False
11726071,JC309961,06/17/2019 04:00:00 AM,001XX N MICHIGAN AVE,890,THEFT,FROM BUILDING,HOTEL/MOTEL,111,1,False,False
11729683,JC314212,06/17/2019 11:15:00 PM,068XX S RIDGELAND AVE,810,THEFT,OVER $500,RESIDENCE,332,3,False,False
11726099,JC309943,06/16/2019 10:10:00 PM,074XX N OSCEOLA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,1611,16,False,False
11729704,JC314797,06/15/2019 07:41:00 PM,090XX S BLACKSTONE AVE,810,THEFT,OVER $500,RESIDENCE PORCH/HALLWAY,413,4,False,False
11727304,JC311791,06/15/2019 10:00:00 PM,011XX W DICKENS AVE,810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,1811,18,False,False
11723637,JC307592,06/15/2019 12:00:00 PM,007XX S SEELEY AVE,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,1225,12,False,False
11723962,JC307193,06/14/2019 06:15:00 PM,022XX N CALIFORNIA AVE,820,THEFT,$500 AND UNDER,CTA TRAIN,1431,14,False,False
11729695,JC314237,06/13/2019 03:15:00 PM,058XX N LINCOLN AVE,820,THEFT,$500 AND UNDER,OTHER,2011,20,False,False
11722851,JC305591,06/12/2019 11:00:00 AM,029XX N HARLEM AVE,820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,2511,25,False,False
11719285,JC301532,06/11/2019 07:58:00 AM,078XX S CHAPPEL AVE,820,THEFT,$500 AND UNDER,RESIDENCE,414,4,False,False
11726070,JC309730,06/11/2019 05:30:00 PM,055XX S EVERETT AVE,890,THEFT,FROM BUILDING,APARTMENT,235,2,False,False
11718130,JC300687,06/10/2019 02:20:00 PM,046XX S LAKE PARK AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,222,2,False,False
11719278,JC301257,06/10/2019 06:00:00 PM,008XX N HALSTED ST,810,THEFT,OVER $500,STREET,1213,12,False,False
11718116,JC299787,06/09/2019 10:30:00 AM,0000X E OHIO ST,870,THEFT,POCKET-PICKING,GROCERY FOOD STORE,1834,18,False,False
11718605,JC299794,06/09/2019 06:45:00 PM,045XX S LAKE SHORE DR SB,1320,CRIMINAL DAMAGE,TO VEHICLE,HIGHWAY/EXPRESSWAY,222,2,False,False
11715786,JC297719,06/08/2019 10:40:00 AM,003XX N WELLS ST,810,THEFT,OVER $500,SIDEWALK,1831,18,False,False
11716853,JC298530,06/08/2019 08:20:00 PM,016XX N SEDGWICK ST,810,THEFT,OVER $500,CTA GARAGE / OTHER PROPERTY,1813,18,False,False
11718117,JC299797,06/08/2019 07:30:00 PM,008XX N Hermitage Ave,820,THEFT,$500 AND UNDER,APARTMENT,1213,12,False,False
11722848,JC305596,06/03/2019 11:00:00 PM,001XX N HARBOR DR,820,THEFT,$500 AND UNDER,VEHICLE - DELIVERY TRUCK,114,1,False,False
11722867,JC306105,05/30/2019 04:00:00 PM,003XX W WACKER DR,890,THEFT,FROM BUILDING,OTHER,122,1,False,False
11718125,JC300332,06/08/2019 06:15:00 PM,010XX N RUSH ST,890,THEFT,FROM BUILDING,RESTAURANT,1824,18,False,False
11715960,JC298165,06/08/2019 09:06:00 PM,0000X E IDA B WELLS DR,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,STREET,121,1,False,False
11722856,JC305593,02/21/2019 08:10:00 PM,021XX W LE MOYNE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,1424,14,False,False
11716848,JC299136,06/08/2019 03:00:00 PM,005XX N STATE ST,870,THEFT,POCKET-PICKING,CTA TRAIN,1834,18,False,False
11722868,JC306080,06/08/2019 08:00:00 PM,0000X E Grand Ave,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,1834,18,False,False
11719286,JC302069,06/07/2019 12:35:00 AM,010XX S DELANO CT E,890,THEFT,FROM BUILDING,MOVIE HOUSE/THEATER,123,1,False,False
11721688,JC304499,05/27/2019 12:25:00 PM,004XX N CLARK ST,890,THEFT,FROM BUILDING,BAR OR TAVERN,1831,18,False,False
11718109,JC299783,06/07/2019 02:15:00 PM,001XX N MICHIGAN AVE,870,THEFT,POCKET-PICKING,RESTAURANT,114,1,False,False
11713517,JC294758,06/06/2019 03:35:00 AM,076XX S CICERO AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,MOVIE HOUSE/THEATER,833,8,False,False
11719313,JC301523,05/31/2019 09:00:00 AM,002XX E CULLERTON ST,820,THEFT,$500 AND UNDER,APARTMENT,132,1,False,False
11719320,JC301840,06/01/2019 08:55:00 AM,043XX W MONROE ST,890,THEFT,FROM BUILDING,RESIDENCE,1115,11,False,False
11712408,JC293621,06/05/2019 12:23:00 PM,064XX N HAMILTON AVE,890,THEFT,FROM BUILDING,APARTMENT,2412,24,False,False
11719319,JC301615,05/31/2019 11:30:00 PM,062XX S WOODLAWN AVE,820,THEFT,$500 AND UNDER,STREET,314,3,False,False
11713202,JC294812,06/05/2019 02:00:00 AM,037XX S DEARBORN ST,460,BATTERY,SIMPLE,APARTMENT,213,2,False,False
11718121,JC300625,06/05/2019 12:01:00 AM,009XX S WABASH AVE,810,THEFT,OVER $500,STREET,123,1,False,False
11714712,JC296451,06/04/2019 03:10:00 PM,095XX S FOREST AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,511,5,False,False
11712409,JC293852,06/04/2019 08:00:00 PM,022XX W HURON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,1221,12,False,False
11709598,JC290419,06/03/2019 02:20:00 PM,037XX S DEARBORN ST,560,ASSAULT,SIMPLE,APARTMENT,213,2,False,False
11715789,JC297664,01/01/2019 02:00:00 PM,021XX W BELMONT AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1921,19,False,False
11715779,JC297237,05/12/2019 05:45:00 AM,0000X W TERMINAL ST,810,THEFT,OVER $500,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,1651,16,False,False
11708732,JC289405,06/02/2019 02:25:00 PM,005XX E OAKWOOD BLVD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,214,2,False,False
11714700,JC295635,06/01/2019 01:03:00 PM,039XX N DAMEN AVE,820,THEFT,$500 AND UNDER,APARTMENT,1921,19,False,False
11714699,JC296608,05/24/2019 03:52:00 PM,072XX S FAIRFIELD AVE,820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,831,8,False,False
11711172,JC292267,06/01/2019 12:00:00 AM,026XX W EASTWOOD AVE,820,THEFT,$500 AND UNDER,STREET,1911,19,False,False
11708718,JC289348,06/01/2019 04:30:00 PM,065XX N NEWGARD AVE,890,THEFT,FROM BUILDING,RESIDENCE-GARAGE,2432,24,False,False
11708738,JC289357,06/01/2019 05:16:00 AM,008XX W DICKENS AVE,820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),1812,18,False,False
11709930,JC290807,05/31/2019 12:00:00 AM,0000X E LAKE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,111,1,False,False
11712418,JC293095,03/01/2019 12:00:00 AM,113XX S edbrooke ave,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,531,5,False,False
11706630,JC286084,05/30/2019 03:51:00 PM,022XX W 47TH ST,820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,931,9,False,False
11707736,JC287798,05/30/2019 12:26:00 PM,026XX N NARRAGANSETT AVE,820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,2512,25,False,False
11711155,JC292076,04/22/2019 02:00:00 AM,011XX N STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,ATM (AUTOMATIC TELLER MACHINE),1824,18,False,False
11705490,JC284241,05/29/2019 09:05:00 AM,0000X S RIVERSIDE PLZ,820,THEFT,$500 AND UNDER,STREET,121,1,False,False
11705496,JC284783,05/29/2019 10:00:00 PM,061XX S KENNETH AVE,820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),813,8,False,False
11703075,JC282267,05/28/2019 12:50:00 PM,001XX S STATE ST,890,THEFT,FROM BUILDING,RESTAURANT,112,1,False,False
11703067,JC282181,05/28/2019 07:50:00 AM,009XX N MICHIGAN AVE,810,THEFT,OVER $500,HOTEL/MOTEL,1833,18,False,False
11709915,JC290844,04/29/2019 07:30:00 PM,051XX N WESTERN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,DRUG STORE,2031,20,False,False
11707754,JC287733,05/25/2019 12:00:00 AM,014XX S state st,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,131,1,False,False
11703089,JC282400,05/26/2019 11:29:00 AM,021XX W GRACE ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,1921,19,False,False
11630494,JC194484,03/19/2019 04:30:00 PM,040XX W FOSTER AVE,890,THEFT,FROM BUILDING,GROCERY FOOD STORE,1712,17,False,False
11630497,JC193763,03/19/2019 09:00:00 AM,015XX W 17TH ST,820,THEFT,$500 AND UNDER,STREET,1233,12,False,False
11635490,JC199812,02/11/2019 05:50:00 PM,020XX N spaulding ave,820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),1413,14,False,False
11634522,JC199087,03/20/2019 07:00:00 PM,022XX W PRATT BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,2411,24,False,False
11632505,JC196841,03/20/2019 01:00:00 AM,013XX W HOOD AVE,810,THEFT,OVER $500,OTHER,2433,24,False,False
11633451,JC197744,03/20/2019 01:30:00 PM,018XX N MULLIGAN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,2513,25,False,False
11635510,JC199955,02/01/2019 01:00:00 AM,041XX N SACRAMENTO AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1724,17,False,False
11642710,JC209088,03/31/2019 01:00:00 AM,015XX N WELLS ST,890,THEFT,FROM BUILDING,BAR OR TAVERN,1821,18,False,False
11642709,JC208560,03/31/2019 11:00:00 AM,0000X E MONROE ST,890,THEFT,FROM BUILDING,HOTEL/MOTEL,112,1,False,False
11630479,JC194472,03/21/2019 12:00:00 PM,008XX N MOZART ST,820,THEFT,$500 AND UNDER,APARTMENT,1211,12,False,False
11634518,JC198752,03/22/2019 09:30:00 PM,039XX S ASHLAND AVE,820,THEFT,$500 AND UNDER,OTHER,924,9,False,False
11632515,JC196656,03/22/2019 03:30:00 PM,013XX S Wabash Ave,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,131,1,False,False
11637756,JC202597,03/22/2019 05:00:00 PM,015XX N WOOD ST,890,THEFT,FROM BUILDING,RESIDENCE-GARAGE,1424,14,False,False
11637485,JC202968,03/22/2019 12:00:00 AM,023XX N ELSTON AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,1432,14,False,False
11638790,JC204322,01/02/2019 04:00:00 PM,0000X W TERMINAL ST,810,THEFT,OVER $500,AIRPORT EXTERIOR - NON-SECURE AREA,1651,16,False,False
11636635,JC201568,03/26/2019 06:20:00 PM,007XX E 89TH PL,810,THEFT,OVER $500,RESIDENCE,633,6,False,False
11637751,JC202433,03/26/2019 12:30:00 PM,008XX N HERMITAGE AVE,820,THEFT,$500 AND UNDER,APARTMENT,1213,12,False,False
11635519,JC200696,03/26/2019 03:00:00 PM,008XX W WRIGHTWOOD AVE,820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),1935,19,False,False
11637774,JC202991,03/27/2019 08:35:00 PM,009XX N Hoyne Ave,810,THEFT,OVER $500,APARTMENT,1212,12,True,False
11643827,JC209920,03/07/2019 09:15:00 AM,008XX N FRANCISCO AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,1211,12,False,False
11638787,JC204327,03/28/2019 04:00:00 PM,036XX N SOUTHPORT AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,PARKING LOT/GARAGE(NON.RESID.),1923,19,False,False
11644833,JC211938,03/29/2019 07:00:00 PM,052XX W CRYSTAL ST,820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,2532,25,False,False
11643826,JC209764,03/29/2019 11:30:00 AM,0000X W RANDOLPH ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESTAURANT,111,1,False,False
11641644,JC207234,03/31/2019 09:30:00 AM,005XX N ogden ave,890,THEFT,FROM BUILDING,RESTAURANT,1215,12,False,False
11641640,JC207466,03/31/2019 12:30:00 PM,037XX W Ogden Ave,820,THEFT,$500 AND UNDER,ATHLETIC CLUB,1014,10,False,False
11647702,JC214957,02/23/2019 11:00:00 PM,0000X E 75TH ST,820,THEFT,$500 AND UNDER,BAR OR TAVERN,623,6,False,False
11642696,JC209087,04/01/2019 12:00:00 AM,021XX W Crystal St,810,THEFT,OVER $500,RESIDENCE PORCH/HALLWAY,1424,14,False,False
11644829,JC211523,04/01/2019 03:00:00 PM,005XX W ARLINGTON PL,890,THEFT,FROM BUILDING,APARTMENT,1935,19,False,False
11642705,JC208563,04/01/2019 08:25:00 PM,026XX N DAYTON ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,1935,19,False,False
11642699,JC209083,04/02/2019 11:44:00 AM,016XX W LUNT AVE,820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,2423,24,False,False
11648807,JC216267,04/01/2019 11:00:00 AM,057XX S KIMBARK AVE,820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,235,2,False,False
11643816,JC209931,04/03/2019 09:15:00 AM,079XX S LANGLEY AVE,820,THEFT,$500 AND UNDER,RESIDENCE,624,6,False,False
11649963,JC217297,02/25/2019 09:00:00 AM,009XX N Racine Ave,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1213,12,False,False
11651121,JC219544,03/20/2019 08:01:00 AM,035XX S DR MARTIN LUTHER KING JR DR,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,212,2,False,False
11651104,JC219502,03/23/2019 12:02:00 PM,030XX S PARNELL AVE,820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),914,9,False,False
11651110,JC219498,04/01/2019 12:40:00 PM,105XX S GREEN BAY AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,432,4,False,False
11649989,JC218177,04/08/2019 01:20:00 PM,0000X N LA SALLE ST,890,THEFT,FROM BUILDING,RESTAURANT,122,1,False,False
11655258,JC224569,04/01/2019 05:30:00 PM,017XX W DIVISION ST,820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,1424,14,False,False
11649939,JC218092,04/08/2019 05:01:00 AM,023XX W ADAMS ST,820,THEFT,$500 AND UNDER,STREET,1223,12,False,False
11645224,JC212415,04/05/2019 07:10:00 AM,001XX W IDA B WELLS DR,810,THEFT,OVER $500,CTA TRAIN,121,1,False,False
11648809,JC216002,04/05/2019 07:30:00 PM,105XX S EGGLESTON AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,2233,22,False,False
11647199,JC213690,04/05/2019 09:35:00 AM,023XX N LISTER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,1432,14,False,False
11647703,JC214820,04/06/2019 03:40:00 PM,0000X S LA SALLE ST,820,THEFT,$500 AND UNDER,COMMERCIAL / BUSINESS OFFICE,122,1,False,False
11649982,JC218074,04/07/2019 10:00:00 PM,049XX W BELDEN AVE,820,THEFT,$500 AND UNDER,STREET,2522,25,False,False
11652229,JC219246,04/09/2019 04:45:00 PM,0000X N STATE ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,112,1,False,False
11608738,JC167227,02/25/2019 02:15:00 AM,008XX S Financial Pl,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,GROCERY FOOD STORE,123,1,False,False
11599748,JC156980,02/14/2019 11:55:00 PM,050XX N WINCHESTER AVE,820,THEFT,$500 AND UNDER,RESIDENCE,2032,20,False,False
11616249,JC177149,03/05/2019 09:00:00 AM,009XX W Montana St,890,THEFT,FROM BUILDING,APARTMENT,1932,19,False,False
11627202,JC189780,03/11/2019 12:00:00 AM,012XX W OHIO ST,810,THEFT,OVER $500,STREET,1215,12,False,False
11605789,JC164205,02/22/2019 05:10:00 PM,009XX W FULLERTON AVE,870,THEFT,POCKET-PICKING,CTA TRAIN,1812,18,False,False
11610664,JC169595,02/26/2019 03:00:00 PM,077XX S LOOMIS BLVD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,612,6,False,False
11554520,JC101539,01/01/2019 04:35:00 AM,014XX W SUPERIOR ST,820,THEFT,$500 AND UNDER,STREET,1215,12,False,False
24378,JC113580,01/11/2019 10:30:00 PM,000XX E IDA B WELLS DR,110,HOMICIDE,FIRST DEGREE MURDER,STREET,111,1,False,False
11554513,JC101543,01/01/2019 10:55:00 PM,038XX N OAKLEY AVE,880,THEFT,PURSE-SNATCHING,STREET,1921,19,False,False
11554516,JC101396,01/01/2019 10:25:00 PM,063XX S Greenwood Ave,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,314,3,False,False
11555671,JC102645,01/02/2019 01:30:00 PM,005XX N LAKE SHORE DR,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,1834,18,False,False
11560841,JC109642,01/03/2019 04:30:00 PM,016XX N DAMEN AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,1434,14,False,False
11574300,JC125364,01/12/2019 12:00:00 AM,0000X W ILLINOIS ST,890,THEFT,FROM BUILDING,BAR OR TAVERN,1831,18,False,False
11572563,JC123304,01/15/2019 03:00:00 PM,018XX N RUTHERFORD AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,2513,25,False,False
11573352,JC124131,01/15/2019 12:00:00 AM,021XX N MAJOR AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,2515,25,False,False
11560837,JC108922,01/07/2019 05:30:00 PM,031XX N LINCOLN AVE,890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,1932,19,False,False
11558588,JC107110,01/04/2019 01:20:00 PM,012XX N Marion Ct,820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,1424,14,False,True
11558590,JC107079,01/06/2019 03:00:00 AM,008XX W Newport Ave,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,BAR OR TAVERN,1924,19,False,False
11558592,JC107157,01/05/2019 02:25:00 PM,012XX W MELROSE ST,820,THEFT,$500 AND UNDER,RESIDENCE,1924,19,False,False
11560830,JC109150,01/08/2019 03:30:00 AM,028XX N Racine Ave,810,THEFT,OVER $500,RESIDENCE PORCH/HALLWAY,1933,19,False,False
11561850,JC110045,01/08/2019 11:40:00 AM,077XX S COLES AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,421,4,False,False
11561866,JC110049,01/08/2019 10:35:00 PM,025XX E 91ST ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,423,4,False,False
11561836,JC110470,01/09/2019 12:00:00 AM,001XX S LARAMIE AVE,810,THEFT,OVER $500,DRIVEWAY - RESIDENTIAL,1533,15,False,False
11561870,JC110274,01/09/2019 10:45:00 AM,053XX N NEWCASTLE AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,1613,16,False,False
11561843,JC110749,01/08/2019 11:00:00 PM,018XX N HUMBOLDT BLVD,820,THEFT,$500 AND UNDER,RESIDENCE,1421,14,False,False
11563956,JC112480,01/04/2019 09:00:00 AM,017XX W SUNNYSIDE AVE,820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,1912,19,False,False
11563957,JC112591,01/10/2019 03:15:00 PM,056XX N MILWAUKEE AVE,870,THEFT,POCKET-PICKING,SIDEWALK,1622,16,False,False
11563098,JC112376,01/10/2019 10:45:00 PM,049XX S DAN RYAN XPRS OB,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,935,9,False,False
11563950,JC112486,01/11/2019 02:00:00 AM,001XX W HUBBARD ST,890,THEFT,FROM BUILDING,BAR OR TAVERN,1831,18,False,False
11563955,JC112973,01/08/2019 05:26:00 PM,016XX N SHEFFIELD AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,1813,18,False,False
11568989,JC119284,01/01/2019 05:22:00 PM,013XX N ASHLAND AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,1433,14,False,False
11564897,JC113883,01/01/2019 10:45:00 PM,079XX S LOOMIS BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,ABANDONED BUILDING,612,6,False,False
11566843,JC117071,01/04/2019 12:00:00 PM,004XX W HURON ST,820,THEFT,$500 AND UNDER,APARTMENT,1831,18,False,False
11565707,JC115169,01/10/2019 06:30:00 PM,007XX N FRANKLIN ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESTAURANT,1831,18,False,False
11568965,JC119276,01/07/2019 12:40:00 PM,013XX N ASHLAND AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,1433,14,False,False
11565717,JC115667,01/02/2019 11:54:00 AM,017XX N ARTESIAN AVE,820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),1434,14,False,False
11567880,JC118043,01/10/2019 12:00:00 AM,004XX N CLARK ST,890,THEFT,FROM BUILDING,BAR OR TAVERN,1831,18,False,False
11565727,JC115728,01/02/2019 03:00:00 PM,020XX W CRYSTAL ST,820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),1424,14,False,False
11566245,JC116371,01/14/2019 11:00:00 AM,001XX W IDA B WELLS DR,810,THEFT,OVER $500,CTA TRAIN,121,1,False,False
11567882,JC118222,01/12/2019 04:59:00 PM,049XX S ST LAWRENCE AVE,820,THEFT,$500 AND UNDER,RESIDENCE,223,2,False,False
11567897,JC118214,01/14/2019 06:50:00 AM,0000X W C1 ST,870,THEFT,POCKET-PICKING,AIRCRAFT,1651,16,False,False
11570073,JC120307,01/16/2019 07:30:00 PM,024XX N Lawndale Ave,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,2524,25,False,False
11570082,JC120184,01/16/2019 04:45:00 PM,051XX S KIMBARK AVE,820,THEFT,$500 AND UNDER,APARTMENT,234,2,False,False
11571099,JC121115,01/17/2019 04:30:00 PM,011XX W ARGYLE ST,810,THEFT,OVER $500,CTA TRAIN,2033,20,False,False
11579770,JC132761,01/14/2019 01:28:00 PM,052XX N SHERIDAN RD,820,THEFT,$500 AND UNDER,APARTMENT,2023,20,False,False
11571840,JC122456,01/18/2019 11:25:00 AM,008XX W MONTROSE AVE,890,THEFT,FROM BUILDING,RESIDENCE,1914,19,False,False
11576348,JC128020,01/16/2019 08:00:00 AM,018XX N HALSTED ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,CONVENIENCE STORE,1813,18,False,False
11574296,JC125190,01/18/2019 06:30:00 PM,001XX S HALSTED ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,1232,12,False,False
11573350,JC124243,01/19/2019 03:28:00 PM,001XX W Adams St,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,SIDEWALK,122,1,False,False
11571836,JC122756,01/19/2019 11:08:00 AM,0000X E MADISON ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,STREET,112,1,False,False
11579750,JC132874,01/24/2019 06:30:00 AM,015XX W FARGO AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,2422,24,False,False
