ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Beat,District,Gnome,Flamingo
11577274,JC128877,01/13/2019 06:30:00 PM,0000X W TERMINAL ST,810,THEFT,OVER $500,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,1651,16,False,False
11575291,JC127032,01/23/2019 01:42:00 PM,001XX W ROOSEVELT RD,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,123,1,False,False
11572692,JC123944,01/20/2019 09:00:00 PM,001XX W IDA B WELLS DR,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CTA TRAIN,121,1,False,False
11572685,JC123958,01/20/2019 09:00:00 PM,001XX W IDA B WELLS DR,870,THEFT,POCKET-PICKING,CTA TRAIN,121,1,False,False
11573349,JC124122,01/20/2019 12:40:00 AM,033XX N HALSTED ST,870,THEFT,POCKET-PICKING,BAR OR TAVERN,1924,19,False,False
11576331,JC128097,01/21/2019 02:27:00 PM,030XX N SEMINARY AVE,890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,1933,19,False,False
11574293,JC125096,01/21/2019 12:55:00 AM,040XX N CAMPBELL AVE,820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,1911,19,False,False
11575298,JC126704,01/21/2019 01:54:00 PM,037XX N KENMORE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,1923,19,False,False
11576350,JC128048,01/23/2019 10:41:00 AM,002XX W GOETHE ST,820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,1821,18,False,False
11580751,JC133261,01/22/2019 05:00:00 PM,008XX N Michigan Ave,810,THEFT,OVER $500,DEPARTMENT STORE,1833,18,False,False
11576337,JC127603,01/23/2019 05:35:00 PM,014XX N MILWAUKEE AVE,890,THEFT,FROM BUILDING,OTHER,1424,14,False,False
11577282,JC129399,01/24/2019 08:00:00 PM,006XX S STATE ST,810,THEFT,OVER $500,COLLEGE/UNIVERSITY GROUNDS,123,1,False,False
11581376,JC134520,01/16/2019 07:00:00 PM,030XX N HALSTED ST,810,THEFT,OVER $500,MEDICAL/DENTAL OFFICE,1933,19,False,False
11578877,JC131727,01/25/2019 04:05:00 PM,021XX W DICKENS AVE,820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,1432,14,False,False
11579778,JC132797,01/26/2019 12:00:00 PM,002XX W 87TH ST,810,THEFT,OVER $500,MOVIE HOUSE/THEATER,622,6,False,False
11593764,JC149434,02/10/2019 01:00:00 AM,014XX W LAKE ST,890,THEFT,FROM BUILDING,BAR OR TAVERN,1224,12,False,False
11578872,JC131708,01/27/2019 02:50:00 PM,019XX W BLOOMINGDALE AVE,560,ASSAULT,SIMPLE,STREET,1434,14,False,False
11580742,JC134145,01/28/2019 06:35:00 PM,008XX W ADAMS ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,GROCERY FOOD STORE,1232,12,False,False
11585705,JC140113,01/24/2019 05:15:00 PM,016XX W DIVISION ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CTA TRAIN,1424,14,False,False
11582036,JC135035,01/29/2019 03:55:00 PM,031XX W 85TH ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,BAR OR TAVERN,835,8,False,False
11585720,JC140021,01/17/2019 06:10:00 PM,006XX W WEBSTER AVE,810,THEFT,OVER $500,OTHER COMMERCIAL TRANSPORTATION,1812,18,False,False
11581380,JC134637,01/30/2019 01:10:00 PM,015XX N WICKER PARK AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,1424,14,False,False
11586835,JC140955,01/25/2019 03:00:00 PM,020XX W CHURCHILL ST,890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,1434,14,False,False
11586828,JC140952,01/26/2019 12:00:00 AM,016XX W FARWELL AVE,890,THEFT,FROM BUILDING,APARTMENT,2431,24,False,False
11582040,JC135419,01/31/2019 01:15:00 PM,054XX S ARCHER AVE,860,THEFT,RETAIL THEFT,MEDICAL/DENTAL OFFICE,814,8,False,False
11582041,JC135657,01/31/2019 02:00:00 AM,015XX W PRATT BLVD,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,2432,24,False,False
11584603,JC138982,02/01/2019 01:30:00 AM,054XX N Kenmore Ave,890,THEFT,FROM BUILDING,CHA HALLWAY/STAIRWELL/ELEVATOR,2023,20,False,False
11582831,JC136047,02/01/2019 06:15:00 AM,024XX W WALTON ST,890,THEFT,FROM BUILDING,APARTMENT,1212,12,False,False
11585702,JC140058,02/01/2019 05:00:00 PM,0000X S STATE ST,820,THEFT,$500 AND UNDER,STREET,112,1,False,False
11587828,JC142757,02/05/2019 05:43:00 PM,028XX N BURLING ST,890,THEFT,FROM BUILDING,APARTMENT,1934,19,False,False
11584591,JC138965,02/02/2019 02:07:00 PM,004XX E 48th pl,820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,223,2,False,False
11585735,JC140321,02/02/2019 11:00:00 AM,005XX N STATE ST,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),1831,18,False,False
11587825,JC142446,02/03/2019 08:10:00 PM,071XX W 58TH ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,811,8,False,False
11588928,JC143777,02/03/2019 03:25:00 PM,090XX S NORMAL AVE,890,THEFT,FROM BUILDING,RESIDENCE,2223,22,False,False
11585725,JC139670,02/03/2019 01:00:00 AM,033XX N HALSTED ST,870,THEFT,POCKET-PICKING,BAR OR TAVERN,1924,19,False,False
11586813,JC141606,02/04/2019 08:20:00 PM,038XX W 77TH PL,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,833,8,False,False
11587820,JC142648,02/05/2019 05:10:00 PM,002XX W LAKE ST,890,THEFT,FROM BUILDING,RESTAURANT,122,1,False,False
11592822,JC148556,01/19/2019 01:50:00 PM,011XX S DELANO CT W,820,THEFT,$500 AND UNDER,OTHER,123,1,False,False
11586545,JC141109,02/05/2019 08:00:00 AM,023XX N ELSTON AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,1432,14,False,False
11588982,JC143855,02/06/2019 08:30:00 PM,045XX N LINCOLN AVE,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),1911,19,False,False
11584622,JC139041,02/02/2019 09:45:00 PM,029XX N WESTERN AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,1432,14,False,False
11588980,JC143727,02/07/2019 09:30:00 AM,002XX S STATE ST,870,THEFT,POCKET-PICKING,CTA TRAIN,113,1,False,False
11595962,JC151756,02/08/2019 11:00:00 PM,005XX N STATE ST,810,THEFT,OVER $500,CTA TRAIN,1834,18,False,False
11593771,JC149680,02/08/2019 11:45:00 AM,060XX N SHERIDAN RD,890,THEFT,FROM BUILDING,APARTMENT,2433,24,False,False
11594873,JC150541,02/08/2019 07:45:00 AM,008XX W LILL AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1935,19,False,False
11592841,JC148711,02/09/2019 07:40:00 PM,050XX N Kenmore Ave,890,THEFT,FROM BUILDING,APARTMENT,2024,20,False,False
11594868,JC151137,02/13/2019 01:25:00 PM,007XX S SPRINGFIELD AVE,820,THEFT,$500 AND UNDER,APARTMENT,1133,11,False,False
11596946,JC153321,02/06/2019 08:40:00 AM,027XX N ST LOUIS AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1412,14,False,False
11591835,JC147577,02/09/2019 02:00:00 AM,004XX N CLARK ST,890,THEFT,FROM BUILDING,BAR OR TAVERN,1831,18,False,False
11591845,JC147187,02/10/2019 03:30:00 AM,0000X W HUBBARD ST,890,THEFT,FROM BUILDING,OTHER,1831,18,False,False
11599755,JC156524,02/06/2019 03:00:00 PM,040XX N SPRINGFIELD AVE,810,THEFT,OVER $500,RESIDENCE,1723,17,False,False
11592829,JC148299,02/11/2019 07:10:00 AM,005XX W 61ST PL,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,711,7,False,False
11593787,JC149876,02/12/2019 10:00:00 AM,039XX N HAMILTON AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1921,19,False,False
11594851,JC151127,02/12/2019 02:30:00 PM,001XX W LAKE ST,870,THEFT,POCKET-PICKING,CTA TRAIN,122,1,False,False
11599750,JC157344,02/12/2019 01:00:00 AM,002XX W RANDOLPH ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,122,1,False,False
11597922,JC154792,02/12/2019 03:00:00 PM,046XX S DREXEL BLVD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,222,2,False,False
11593792,JC149687,02/12/2019 01:30:00 PM,025XX N Kimball Ave,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1413,14,False,False
11599764,JC156551,02/04/2019 06:30:00 PM,093XX S ASHLAND AVE,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),2221,22,False,False
11597919,JC155061,02/13/2019 04:30:00 PM,019XX N MILWAUKEE AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESTAURANT,1434,14,False,False
11594871,JC151201,02/13/2019 12:15:00 PM,004XX E 89TH PL,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,633,6,False,False
11595965,JC152061,02/13/2019 06:00:00 PM,011XX S DELANO CT E,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,123,1,False,False
11595953,JC152716,02/14/2019 01:03:00 PM,021XX N RACINE AVE,820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),1811,18,False,False
11596950,JC153126,02/14/2019 04:15:00 PM,0000X E Wacker Dr,890,THEFT,FROM BUILDING,SMALL RETAIL STORE,111,1,False,False
11597913,JC154592,02/14/2019 04:17:00 PM,026XX W WINNEMAC AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,2031,20,False,False
11601916,JC158978,02/06/2019 06:35:00 AM,018XX N ST LOUIS AVE,820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,1422,14,False,False
11599749,JC157288,02/15/2019 11:00:00 AM,051XX S Dorchester Ave,810,THEFT,OVER $500,APARTMENT,234,2,False,False
11599761,JC156515,02/15/2019 07:00:00 PM,025XX W ADDISON ST,810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,1921,19,False,False
11597914,JC154787,02/15/2019 08:25:00 PM,028XX N CLARK ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,1934,19,False,False
11600850,JC157692,02/18/2019 06:35:00 PM,033XX N HALSTED ST,890,THEFT,FROM BUILDING,SMALL RETAIL STORE,1924,19,False,False
11600848,JC157949,02/15/2019 03:05:00 PM,002XX W WASHINGTON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,122,1,False,False
11600835,JC158371,02/18/2019 10:30:00 AM,006XX W Sheridan Rd,890,THEFT,FROM BUILDING,APARTMENT,1925,19,False,False
11598833,JC155761,02/15/2019 04:05:00 PM,020XX N HALSTED ST,810,THEFT,OVER $500,SIDEWALK,1812,18,True,False
11599775,JC156712,02/17/2019 04:25:00 PM,001XX W LAKE ST,870,THEFT,POCKET-PICKING,CTA PLATFORM,122,1,False,False
11611546,JC171177,02/25/2019 12:30:00 PM,048XX N CENTRAL AVE,890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,1623,16,False,False
11604041,JC161835,02/09/2019 01:10:00 PM,009XX W Dakin St,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,1923,19,False,False
11599762,JC156527,02/17/2019 02:50:00 AM,0000X W HUBBARD ST,870,THEFT,POCKET-PICKING,BAR OR TAVERN,1831,18,False,False
11605781,JC164166,01/24/2019 03:18:00 PM,048XX N TROY ST,890,THEFT,FROM BUILDING,OTHER,1713,17,False,False
11604050,JC161905,02/18/2019 02:05:00 PM,109XX S LOWE AVE,810,THEFT,OVER $500,RESIDENCE PORCH/HALLWAY,2233,22,False,False
11601906,JC159528,02/18/2019 02:40:00 PM,001XX N DEARBORN ST,810,THEFT,OVER $500,CTA TRAIN,111,1,False,False
11601907,JC159546,02/18/2019 04:20:00 PM,009XX N HOYNE AVE,820,THEFT,$500 AND UNDER,APARTMENT,1212,12,False,False
11601933,JC159149,02/19/2019 05:24:00 PM,085XX S University Ave,810,THEFT,OVER $500,RESIDENCE,412,4,False,False
11601902,JC159162,02/19/2019 07:50:00 PM,013XX W Belmont Ave,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CONVENIENCE STORE,1924,19,False,False
11602907,JC160912,02/19/2019 12:27:00 PM,055XX S SAYRE AVE,820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,811,8,False,False
11607835,JC166643,02/13/2019 03:45:00 PM,029XX N Hoyne Ave,890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,1931,19,False,False
11602705,JC160764,02/20/2019 08:30:00 PM,009XX W EASTMAN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,1822,18,False,False
11604031,JC162109,02/21/2019 09:00:00 PM,030XX N Sheridan Rd,820,THEFT,$500 AND UNDER,PARK PROPERTY,1934,19,False,False
11606720,JC165256,02/21/2019 12:30:00 AM,0000X W ONTARIO ST,890,THEFT,FROM BUILDING,BAR OR TAVERN,1832,18,False,False
11604039,JC161899,02/21/2019 07:15:00 PM,002XX N LA SALLE ST,890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,122,1,False,False
11604029,JC161851,02/21/2019 04:22:00 PM,008XX S WELLS ST,890,THEFT,FROM BUILDING,APARTMENT,123,1,False,False
11604026,JC162032,02/22/2019 01:52:00 PM,026XX N ST LOUIS AVE,890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,1412,14,False,False
11606707,JC165261,02/22/2019 05:30:00 PM,0000X E erie st,890,THEFT,FROM BUILDING,ATHLETIC CLUB,1834,18,False,False
11609811,JC168854,02/17/2019 01:00:00 AM,023XX W HARRISON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE-GARAGE,1225,12,False,False
11610667,JC170058,02/13/2019 09:00:00 AM,0000X E ROOSEVELT RD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,123,1,False,False
11606741,JC165577,02/25/2019 05:25:00 PM,047XX N WINCHESTER AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,OTHER,1912,19,False,False
11610688,JC170056,02/22/2019 03:13:00 PM,042XX N Broadway,890,THEFT,FROM BUILDING,RESIDENTIAL YARD (FRONT/BACK),1915,19,False,False
11606751,JC165471,02/23/2019 03:30:00 AM,064XX N CLARK ST,870,THEFT,POCKET-PICKING,BAR OR TAVERN,2432,24,False,False
11605776,JC164503,02/24/2019 02:00:00 AM,009XX W FULLERTON AVE,810,THEFT,OVER $500,CTA TRAIN,1812,18,False,False
11611552,JC171156,01/20/2019 09:00:00 AM,004XX W DIVISION ST,890,THEFT,FROM BUILDING,RESIDENCE,1823,18,False,False
11606743,JC164854,02/24/2019 06:30:00 PM,006XX W DIVERSEY PKWY,810,THEFT,OVER $500,RESTAURANT,1935,19,False,False
11606714,JC165315,02/25/2019 07:15:00 AM,002XX S STATE ST,820,THEFT,$500 AND UNDER,CTA TRAIN,113,1,False,False
11608742,JC167873,02/26/2019 09:00:00 PM,015XX W OHIO ST,820,THEFT,$500 AND UNDER,APARTMENT,1215,12,False,False
11607824,JC166748,02/26/2019 11:30:00 AM,009XX N Racine Ave,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,1213,12,False,False
11613278,JC173542,02/23/2019 03:35:00 PM,020XX N BISSELL ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1812,18,False,False
11607825,JC166884,02/26/2019 01:00:00 PM,006XX W LAKE ST,890,THEFT,FROM BUILDING,RESTAURANT,121,1,False,False
11617189,JC177948,02/20/2019 01:30:00 PM,005XX W WELLINGTON AVE,890,THEFT,FROM BUILDING,APARTMENT,1934,19,False,False
11609792,JC169060,02/28/2019 11:45:00 AM,003XX W HUBBARD ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,STREET,1831,18,False,False
11615283,JC175531,02/19/2019 11:25:00 AM,070XX N OLEANDER AVE,820,THEFT,$500 AND UNDER,RESIDENCE,1611,16,False,False
11615279,JC175163,01/09/2019 09:10:00 PM,021XX W WALTON ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,1212,12,False,False
11611553,JC171167,03/01/2019 04:55:00 PM,001XX N STATE ST,820,THEFT,$500 AND UNDER,CTA PLATFORM,111,1,False,False
11610275,JC169986,03/01/2019 01:00:00 PM,0000X E IDA B WELLS DR,890,THEFT,FROM BUILDING,RESTAURANT,111,1,False,False
11616238,JC176798,01/11/2019 03:30:00 PM,029XX N LAKE SHORE DR,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,1934,19,False,False
11614220,JC174738,03/01/2019 02:00:00 PM,052XX W CRYSTAL ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,OTHER,2532,25,False,False
11612424,JC172129,03/02/2019 12:30:00 PM,055XX W PENSACOLA AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,1624,16,False,False
11617193,JC177962,02/15/2019 09:30:00 AM,0000X W RANDOLPH ST,890,THEFT,FROM BUILDING,RESIDENCE,111,1,False,False
11611548,JC171459,03/02/2019 12:12:00 PM,015XX N KINGSBURY ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,1822,18,False,False
11612425,JC172285,03/02/2019 12:14:00 PM,005XX W BRIAR PL,890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,1934,19,False,False
11618068,JC179357,02/26/2019 12:00:00 PM,014XX S Michigan Ave,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,132,1,False,False
11612429,JC172529,03/03/2019 11:30:00 AM,0000X N STATE ST,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,112,1,False,False
11619292,JC180535,02/16/2019 06:30:00 PM,014XX W CATALPA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,2013,20,False,False
11613284,JC173166,03/04/2019 12:33:00 AM,011XX W ALTGELD ST,890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,1932,19,False,False
11614223,JC174742,03/04/2019 06:38:00 PM,085XX S Parnell Ave,820,THEFT,$500 AND UNDER,RESIDENCE,622,6,False,False
11620007,JC181706,02/01/2019 10:17:00 AM,076XX S CICERO AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,833,8,False,False
11620010,JC181858,03/06/2019 08:30:00 AM,029XX S DR MARTIN LUTHER KING JR DR,820,THEFT,$500 AND UNDER,APARTMENT,133,1,False,False
11620962,JC182649,02/14/2019 09:00:00 AM,001XX N MICHIGAN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,111,1,False,False
11616234,JC176533,03/06/2019 01:00:00 PM,042XX W 31ST ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),1031,10,False,False
11622004,JC184269,02/28/2019 10:52:00 AM,022XX W Race Ave,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER,1221,12,False,True
11622002,JC183995,03/08/2019 03:30:00 PM,001XX N FRANKLIN ST,810,THEFT,OVER $500,ALLEY,122,1,False,False
11619988,JC181236,03/07/2019 01:25:00 PM,017XX E 54TH ST,810,THEFT,OVER $500,STREET,234,2,False,False
11623066,JC185071,03/02/2019 10:30:00 PM,012XX W LOYOLA AVE,810,THEFT,OVER $500,CTA TRAIN,2432,24,False,False
11623071,JC185026,03/04/2019 01:00:00 PM,077XX S LOOMIS BLVD,820,THEFT,$500 AND UNDER,APARTMENT,612,6,False,False
11619992,JC181738,03/08/2019 05:00:00 PM,017XX N Western Ave,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,1434,14,False,False
11623070,JC185325,03/07/2019 04:35:00 PM,060XX S LAFLIN ST,820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,713,7,False,False
11624145,JC186635,02/18/2019 06:32:00 PM,013XX N ASHLAND AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,1433,14,False,False
11619996,JC181246,03/10/2019 12:30:00 PM,006XX N ST CLAIR ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,1834,18,False,False
11618917,JC180545,03/10/2019 01:15:00 PM,0000X N Michigan ave,810,THEFT,OVER $500,RESTAURANT,112,1,False,False
11620976,JC183209,03/11/2019 05:10:00 PM,016XX W Taylor St,810,THEFT,OVER $500,STREET,1231,12,False,False
11620957,JC182640,03/11/2019 09:25:00 AM,0000X E Walton St,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,1833,18,False,False
11619999,JC181652,03/11/2019 12:20:00 AM,035XX N SACRAMENTO AVE,820,THEFT,$500 AND UNDER,STREET,1733,17,False,False
11620955,JC183184,03/11/2019 05:48:00 PM,0000X N STATE ST,870,THEFT,POCKET-PICKING,SIDEWALK,112,1,False,False
11652246,JC220536,04/11/2019 11:00:00 AM,014XX S STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,,131,1,False,False
11624140,JC186729,03/13/2019 02:47:00 PM,011XX E 60TH ST,810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,235,2,False,False
11624128,JC186498,03/13/2019 06:10:00 AM,032XX W FULLERTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE-GARAGE,1413,14,False,False
11624130,JC186902,03/13/2019 08:40:00 PM,012XX W foster ave,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,2033,20,False,False
11629422,JC192697,01/17/2019 04:30:00 PM,003XX E OHIO ST,810,THEFT,OVER $500,OTHER,1834,18,False,False
11628304,JC191809,03/14/2019 06:30:00 PM,028XX N Wolcott Ave,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,1931,19,False,False
11623084,JC185533,03/14/2019 02:00:00 PM,024XX N GENEVA TER,820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),1935,19,False,False
11630480,JC193694,03/11/2019 06:40:00 AM,0000X W TERMINAL ST,870,THEFT,POCKET-PICKING,AIRCRAFT,1651,16,False,False
11630495,JC193699,03/10/2019 09:40:00 PM,047XX N WINTHROP AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,BAR OR TAVERN,1914,19,False,False
11630484,JC193745,02/22/2019 10:45:00 AM,055XX N SHERIDAN RD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,2023,20,False,False
11630496,JC193727,03/16/2019 11:35:00 AM,045XX N LINCOLN AVE,890,THEFT,FROM BUILDING,BAR OR TAVERN,1911,19,False,False
11627192,JC189899,03/17/2019 12:25:00 AM,034XX N ELAINE PL,810,THEFT,OVER $500,OTHER COMMERCIAL TRANSPORTATION,1925,19,False,False
11627193,JC189955,03/17/2019 12:30:00 AM,033XX N halsted st,870,THEFT,POCKET-PICKING,BAR OR TAVERN,1924,19,False,False
11627208,JC190254,03/17/2019 04:35:00 PM,001XX W LAKE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CTA TRAIN,122,1,False,False
11632507,JC196617,03/18/2019 04:07:00 PM,003XX W ERIE ST,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,1831,18,False,False
11656144,JC225596,04/10/2019 12:15:00 AM,009XX W margate ter,810,THEFT,OVER $500,ALLEY,2024,20,False,False
11658346,JC228395,04/11/2019 07:00:00 AM,057XX S CICERO AVE,890,THEFT,FROM BUILDING,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,813,8,False,False
11652253,JC220649,04/11/2019 12:10:00 PM,0000X W HURON ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1832,18,False,False
11653310,JC221350,04/11/2019 09:45:00 PM,025XX E 91ST ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,423,4,False,False
11652240,JC220543,04/11/2019 01:55:00 PM,088XX S PAULINA ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,2221,22,False,False
11658364,JC228429,03/19/2019 12:46:00 PM,003XX N HALSTED ST,890,THEFT,FROM BUILDING,APARTMENT,1214,12,False,False
11655264,JC224635,04/12/2019 04:00:00 PM,001XX S MICHIGAN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,GOVERNMENT BUILDING/PROPERTY,114,1,False,False
11657302,JC226930,04/12/2019 12:00:00 PM,048XX N KILPATRICK AVE,890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,1712,17,False,False
11657305,JC226497,04/12/2019 09:00:00 AM,039XX N JANSSEN AVE,820,THEFT,$500 AND UNDER,APARTMENT,1922,19,False,False
11653306,JC222326,04/12/2019 12:40:00 PM,009XX N WINCHESTER AVE,820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,1212,12,False,False
11656162,JC225056,04/12/2019 07:00:00 PM,0000X E 9TH ST,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),123,1,False,False
11655256,JC224633,04/12/2019 08:30:00 PM,068XX N LAKEWOOD AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,2431,24,False,False
11655263,JC224603,04/13/2019 09:00:00 PM,026XX W AINSLIE ST,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,2031,20,False,False
11661408,JC231811,04/11/2019 08:55:00 AM,061XX S INDIANA AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,311,3,False,False
11661403,JC231682,04/07/2019 05:05:00 PM,053XX S DR MARTIN LUTHER KING JR DR,820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,231,2,False,False
11657310,JC226310,04/15/2019 06:13:00 PM,020XX W CORTEZ st,820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,1212,12,False,False
11657300,JC226476,04/15/2019 08:20:00 PM,125XX S STEWART AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,BANK,523,5,True,False
11657296,JC226990,04/16/2019 02:20:00 PM,019XX W IOWA ST,810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),1212,12,False,False
11663407,JC234173,04/16/2019 05:30:00 PM,002XX S Michigan Ave,890,THEFT,FROM BUILDING,OTHER,113,1,False,False
11658379,JC228420,04/16/2019 05:13:00 PM,0000X S DEARBORN ST,870,THEFT,POCKET-PICKING,CTA PLATFORM,112,1,False,False
11658351,JC227770,04/16/2019 04:00:00 PM,038XX W PALMER ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,2525,25,False,False
